device_id,temperature,humidity,timestamp
DEV015,16.82,68.8,2026-06-06T22:51:08.584233
DEV022,34.52,78.89,2026-06-06T22:51:09.584239
DEV022,33.07,34.04,2026-06-06T22:51:10.584245
DEV008,34.39,37.96,2026-06-06T22:51:11.584251
DEV042,34.14,84.69,2026-06-06T22:51:12.584257
DEV017,17.47,42.49,2026-06-06T22:51:13.584264
DEV040,34.73,78.56,2026-06-06T22:51:14.584270
DEV020,39.04,80.84,2026-06-06T22:51:15.584276
DEV022,17.07,79.87,2026-06-06T22:51:16.584282
DEV031,36.66,49.88,2026-06-06T22:51:17.584294
DEV031,32.82,39.56,2026-06-06T22:51:18.584300
DEV039,31.82,67.47,2026-06-06T22:51:19.584310
DEV023,24.34,74.48,2026-06-06T22:51:20.584316
DEV045,20.78,67.35,2026-06-06T22:51:21.584322
DEV036,31.46,71.07,2026-06-06T22:51:22.584327
DEV036,32.71,72.02,2026-06-06T22:51:23.584334
DEV002,19.19,50.47,2026-06-06T22:51:24.584339
DEV039,25.62,37.52,2026-06-06T22:51:25.584344
DEV033,20.64,55.37,2026-06-06T22:51:26.584353
DEV007,28.19,45.48,2026-06-06T22:51:27.584359
DEV041,39.26,41.32,2026-06-06T22:51:28.584364
DEV026,38.59,48.55,2026-06-06T22:51:29.584370
DEV036,35.62,56.01,2026-06-06T22:51:30.584375
DEV002,18.44,30.89,2026-06-06T22:51:31.584381
DEV026,37.24,36.65,2026-06-06T22:51:32.584387
DEV038,22.15,47.18,2026-06-06T22:51:33.584393
DEV017,27.79,69.06,2026-06-06T22:51:34.584399
DEV041,27.82,32.13,2026-06-06T22:51:35.584405
DEV031,27.15,55.25,2026-06-06T22:51:36.584411
DEV045,15.45,37.17,2026-06-06T22:51:37.584417
DEV035,25.77,77.89,2026-06-06T22:51:38.584423
DEV025,36.1,64.29,2026-06-06T22:51:39.584429
DEV010,35.54,60.01,2026-06-06T22:51:40.584440
DEV033,27.88,71.21,2026-06-06T22:51:41.584446
DEV008,36.33,85.27,2026-06-06T22:51:42.584452
DEV015,38.9,73.86,2026-06-06T22:51:43.584458
DEV050,18.9,56.16,2026-06-06T22:51:44.584464
DEV039,35.24,78.08,2026-06-06T22:51:45.584470
DEV013,37.73,43.15,2026-06-06T22:51:46.584477
DEV027,17.35,74.57,2026-06-06T22:51:47.584483
DEV019,39.18,44.91,2026-06-06T22:51:48.584489
DEV038,17.68,40.84,2026-06-06T22:51:49.584507
DEV013,21.61,74.61,2026-06-06T22:51:50.584514
DEV006,25.93,87.72,2026-06-06T22:51:51.584519
DEV040,34.83,67.77,2026-06-06T22:51:52.584524
DEV013,38.67,68.91,2026-06-06T22:51:53.584530
DEV008,15.91,33.93,2026-06-06T22:51:54.584535
DEV029,23.27,73.63,2026-06-06T22:51:55.584541
DEV023,22.7,31.09,2026-06-06T22:51:56.584547
DEV049,38.21,44.07,2026-06-06T22:51:57.584554
DEV040,15.55,52.91,2026-06-06T22:51:58.584560
DEV045,34.3,84.66,2026-06-06T22:51:59.584565
DEV039,16.13,69.5,2026-06-06T22:52:00.584571
DEV044,28.07,68.32,2026-06-06T22:52:01.584577
DEV042,17.67,90.0,2026-06-06T22:52:02.584584
DEV015,26.69,37.04,2026-06-06T22:52:03.584598
DEV015,37.98,70.86,2026-06-06T22:52:04.584604
DEV026,15.21,37.61,2026-06-06T22:52:05.584616
DEV030,38.54,79.08,2026-06-06T22:52:06.584621
DEV007,23.92,45.74,2026-06-06T22:52:07.584627
DEV008,17.5,37.03,2026-06-06T22:52:08.584633
DEV023,19.63,64.09,2026-06-06T22:52:09.584645
DEV020,27.63,85.57,2026-06-06T22:52:10.584652
DEV042,16.45,65.2,2026-06-06T22:52:11.584658
DEV004,23.55,49.19,2026-06-06T22:52:12.584664
DEV001,27.85,80.66,2026-06-06T22:52:13.584670
DEV006,35.04,33.88,2026-06-06T22:52:14.584705
DEV024,26.4,79.57,2026-06-06T22:52:15.584712
DEV049,38.58,85.22,2026-06-06T22:52:16.584718
DEV025,26.5,33.98,2026-06-06T22:52:17.584743
DEV040,35.69,73.19,2026-06-06T22:52:18.584751
DEV044,28.59,74.94,2026-06-06T22:52:19.584757
DEV042,36.43,76.18,2026-06-06T22:52:20.584762
DEV006,35.47,50.18,2026-06-06T22:52:21.584768
DEV050,25.91,36.42,2026-06-06T22:52:22.584774
DEV019,26.69,75.92,2026-06-06T22:52:23.584779
DEV004,18.61,87.74,2026-06-06T22:52:24.584786
DEV018,21.24,69.47,2026-06-06T22:52:25.584791
DEV030,25.33,65.9,2026-06-06T22:52:26.584805
DEV014,21.19,34.65,2026-06-06T22:52:27.584811
DEV045,21.47,43.77,2026-06-06T22:52:28.584817
DEV017,28.3,50.0,2026-06-06T22:52:29.584828
DEV039,30.04,72.81,2026-06-06T22:52:30.584834
DEV014,20.29,84.95,2026-06-06T22:52:31.584840
DEV011,24.47,76.5,2026-06-06T22:52:32.584845
DEV019,22.2,45.13,2026-06-06T22:52:33.584851
DEV013,32.47,82.69,2026-06-06T22:52:34.584856
DEV032,23.27,84.86,2026-06-06T22:52:35.584862
DEV035,38.28,81.15,2026-06-06T22:52:36.584868
DEV012,36.23,53.49,2026-06-06T22:52:37.584874
DEV050,21.25,54.51,2026-06-06T22:52:38.584879
DEV032,35.23,89.09,2026-06-06T22:52:39.584885
DEV009,35.6,71.0,2026-06-06T22:52:40.584891
DEV007,19.16,74.76,2026-06-06T22:52:41.584897
DEV025,38.12,87.49,2026-06-06T22:52:42.584903
DEV005,36.44,74.52,2026-06-06T22:52:43.584910
DEV027,36.92,58.22,2026-06-06T22:52:44.584916
DEV045,29.18,89.67,2026-06-06T22:52:45.584922
DEV010,31.9,45.24,2026-06-06T22:52:46.584929
DEV036,17.29,87.89,2026-06-06T22:52:47.584935
DEV036,18.53,73.45,2026-06-06T22:52:48.584941
DEV024,19.4,84.72,2026-06-06T22:52:49.584955
DEV008,33.92,40.85,2026-06-06T22:52:50.584962
DEV044,23.42,40.39,2026-06-06T22:52:51.584968
DEV005,34.17,56.74,2026-06-06T22:52:52.584974
DEV023,17.12,75.98,2026-06-06T22:52:53.584980
DEV002,23.82,31.37,2026-06-06T22:52:54.584989
DEV038,28.77,71.9,2026-06-06T22:52:55.584994
DEV005,34.38,77.6,2026-06-06T22:52:56.584999
DEV014,22.65,73.15,2026-06-06T22:52:57.585005
DEV033,18.86,31.19,2026-06-06T22:52:58.585010
DEV040,27.85,68.07,2026-06-06T22:52:59.585020
DEV002,33.4,36.21,2026-06-06T22:53:00.585026
DEV035,36.07,39.01,2026-06-06T22:53:01.585031
DEV008,28.44,86.91,2026-06-06T22:53:02.585036
DEV033,39.29,89.51,2026-06-06T22:53:03.585042
DEV040,23.7,38.49,2026-06-06T22:53:04.585047
DEV045,15.27,53.5,2026-06-06T22:53:05.585053
DEV049,31.28,56.07,2026-06-06T22:53:06.585059
DEV017,36.22,62.24,2026-06-06T22:53:07.585065
DEV031,21.41,53.8,2026-06-06T22:53:08.585077
DEV016,25.23,70.94,2026-06-06T22:53:09.585083
DEV045,18.87,79.94,2026-06-06T22:53:10.585089
DEV045,28.0,62.37,2026-06-06T22:53:11.585096
DEV040,34.33,47.83,2026-06-06T22:53:12.585107
DEV044,35.3,48.58,2026-06-06T22:53:13.585114
DEV013,27.02,75.42,2026-06-06T22:53:14.585120
DEV049,27.07,87.81,2026-06-06T22:53:15.585126
DEV048,27.29,30.73,2026-06-06T22:53:16.585132
DEV043,28.19,52.48,2026-06-06T22:53:17.585138
DEV045,36.67,85.76,2026-06-06T22:53:18.585143
DEV032,27.54,75.12,2026-06-06T22:53:19.585149
DEV037,31.05,76.02,2026-06-06T22:53:20.585155
DEV007,17.52,78.83,2026-06-06T22:53:21.585161
DEV008,34.99,40.78,2026-06-06T22:53:22.585167
DEV005,35.07,85.07,2026-06-06T22:53:23.585173
DEV017,27.3,81.37,2026-06-06T22:53:24.585179
DEV019,35.32,46.82,2026-06-06T22:53:25.585185
DEV025,32.13,64.91,2026-06-06T22:53:26.585191
DEV022,30.93,73.11,2026-06-06T22:53:27.585197
DEV005,35.03,71.88,2026-06-06T22:53:28.585203
DEV016,25.95,84.02,2026-06-06T22:53:29.585208
DEV011,33.18,40.25,2026-06-06T22:53:30.585214
DEV019,23.14,46.82,2026-06-06T22:53:31.585220
DEV017,38.2,89.37,2026-06-06T22:53:32.585233
DEV020,24.81,72.49,2026-06-06T22:53:33.585239
DEV011,15.35,46.75,2026-06-06T22:53:34.585244
DEV025,32.8,36.2,2026-06-06T22:53:35.585254
DEV017,21.83,46.56,2026-06-06T22:53:36.585259
DEV029,19.27,46.02,2026-06-06T22:53:37.585265
DEV021,32.52,63.61,2026-06-06T22:53:38.585271
DEV009,22.33,57.5,2026-06-06T22:53:39.585277
DEV035,31.15,89.45,2026-06-06T22:53:40.585283
DEV003,30.99,63.47,2026-06-06T22:53:41.585289
DEV025,17.05,41.32,2026-06-06T22:53:42.585295
DEV012,17.52,44.35,2026-06-06T22:53:43.585301
DEV007,32.61,47.38,2026-06-06T22:53:44.585306
DEV014,19.72,63.2,2026-06-06T22:53:45.585312
DEV025,23.95,76.39,2026-06-06T22:53:46.585318
DEV025,33.92,44.24,2026-06-06T22:53:47.585324
DEV049,24.25,61.89,2026-06-06T22:53:48.585330
DEV003,36.27,89.63,2026-06-06T22:53:49.585341
DEV029,27.18,35.89,2026-06-06T22:53:50.585347
DEV011,17.03,35.01,2026-06-06T22:53:51.585352
DEV031,16.23,45.78,2026-06-06T22:53:52.585358
DEV021,39.7,38.61,2026-06-06T22:53:53.585364
DEV025,34.38,69.37,2026-06-06T22:53:54.585370
DEV040,33.44,80.92,2026-06-06T22:53:55.585376
DEV034,30.61,73.63,2026-06-06T22:53:56.585383
DEV035,17.12,36.81,2026-06-06T22:53:57.585389
DEV041,24.36,35.81,2026-06-06T22:53:58.585400
DEV024,38.51,46.91,2026-06-06T22:53:59.585406
DEV022,28.29,30.72,2026-06-06T22:54:00.585412
DEV015,34.78,67.11,2026-06-06T22:54:01.585417
DEV016,31.19,47.79,2026-06-06T22:54:02.585424
DEV020,20.01,61.21,2026-06-06T22:54:03.585429
DEV004,25.43,61.84,2026-06-06T22:54:04.585435
DEV033,24.54,49.13,2026-06-06T22:54:05.585441
DEV007,17.66,75.02,2026-06-06T22:54:06.585447
DEV018,20.28,86.02,2026-06-06T22:54:07.585453
DEV029,17.4,51.13,2026-06-06T22:54:08.585459
DEV016,18.69,35.03,2026-06-06T22:54:09.585465
DEV033,27.39,66.0,2026-06-06T22:54:10.585471
DEV002,18.0,74.76,2026-06-06T22:54:11.585485
DEV040,28.84,47.13,2026-06-06T22:54:12.585492
DEV031,32.85,78.01,2026-06-06T22:54:13.585498
DEV024,29.66,80.52,2026-06-06T22:54:14.585504
DEV001,27.61,34.72,2026-06-06T22:54:15.585510
DEV027,23.44,35.92,2026-06-06T22:54:16.585516
DEV017,26.97,72.39,2026-06-06T22:54:17.585522
DEV029,15.09,62.54,2026-06-06T22:54:18.585527
DEV030,36.13,69.35,2026-06-06T22:54:19.585533
DEV031,36.48,44.37,2026-06-06T22:54:20.585539
DEV012,15.65,69.76,2026-06-06T22:54:21.585556
DEV028,24.63,62.68,2026-06-06T22:54:22.585562
DEV027,36.87,63.76,2026-06-06T22:54:23.585568
DEV039,37.91,85.69,2026-06-06T22:54:24.585573
DEV037,24.76,40.55,2026-06-06T22:54:25.585579
DEV050,17.91,51.31,2026-06-06T22:54:26.585585
DEV021,23.44,80.72,2026-06-06T22:54:27.585590
DEV009,18.85,46.56,2026-06-06T22:54:28.585596
DEV023,27.17,69.86,2026-06-06T22:54:29.585602
DEV048,16.82,68.57,2026-06-06T22:54:30.585608
DEV029,28.96,36.95,2026-06-06T22:54:31.585614
DEV036,19.33,47.37,2026-06-06T22:54:32.585619
DEV050,16.52,68.65,2026-06-06T22:54:33.585625
DEV034,26.69,50.23,2026-06-06T22:54:34.585631
DEV042,37.26,53.29,2026-06-06T22:54:35.585644
DEV020,38.4,60.99,2026-06-06T22:54:36.585650
DEV005,37.24,42.54,2026-06-06T22:54:37.585656
DEV002,31.72,34.01,2026-06-06T22:54:38.585662
DEV010,24.32,55.3,2026-06-06T22:54:39.585702
DEV013,27.61,30.27,2026-06-06T22:54:40.585710
DEV031,31.97,89.76,2026-06-06T22:54:41.585715
DEV029,39.07,85.54,2026-06-06T22:54:42.585721
DEV045,39.53,74.08,2026-06-06T22:54:43.585744
DEV024,38.2,88.4,2026-06-06T22:54:44.585757
DEV019,32.76,64.35,2026-06-06T22:54:45.585762
DEV044,38.73,64.79,2026-06-06T22:54:46.585768
DEV029,23.89,42.94,2026-06-06T22:54:47.585774
DEV012,25.52,39.11,2026-06-06T22:54:48.585780
DEV032,37.79,61.89,2026-06-06T22:54:49.585786
DEV002,29.72,38.27,2026-06-06T22:54:50.585792
DEV044,22.02,86.18,2026-06-06T22:54:51.585797
DEV028,33.34,43.36,2026-06-06T22:54:52.585802
DEV001,38.65,37.4,2026-06-06T22:54:53.585809
DEV017,18.21,30.47,2026-06-06T22:54:54.585815
DEV037,28.66,87.72,2026-06-06T22:54:55.585821
DEV035,24.18,66.36,2026-06-06T22:54:56.585827
DEV019,34.76,85.65,2026-06-06T22:54:57.585834
DEV040,31.2,61.73,2026-06-06T22:54:58.585840
DEV017,15.07,61.05,2026-06-06T22:54:59.585847
DEV043,22.99,89.99,2026-06-06T22:55:00.585853
DEV032,21.52,54.62,2026-06-06T22:55:01.585859
DEV049,29.32,66.15,2026-06-06T22:55:02.585866
DEV016,26.18,33.69,2026-06-06T22:55:03.585872
DEV014,37.31,41.57,2026-06-06T22:55:04.585877
DEV036,33.65,74.7,2026-06-06T22:55:05.585884
DEV001,17.07,87.5,2026-06-06T22:55:06.585890
DEV049,39.76,56.73,2026-06-06T22:55:07.585902
DEV045,32.36,36.03,2026-06-06T22:55:08.585907
DEV006,37.75,66.52,2026-06-06T22:55:09.585912
DEV027,38.71,60.82,2026-06-06T22:55:10.585918
DEV005,34.98,70.81,2026-06-06T22:55:11.585923
DEV039,30.52,72.69,2026-06-06T22:55:12.585928
DEV037,34.61,73.64,2026-06-06T22:55:13.585933
DEV036,23.91,79.98,2026-06-06T22:55:14.585943
DEV046,35.63,33.68,2026-06-06T22:55:15.585949
DEV031,26.65,56.02,2026-06-06T22:55:16.585955
DEV008,34.74,43.26,2026-06-06T22:55:17.585960
DEV048,30.71,86.58,2026-06-06T22:55:18.585966
DEV021,25.14,79.8,2026-06-06T22:55:19.585972
DEV021,19.56,53.73,2026-06-06T22:55:20.585978
DEV015,23.39,39.0,2026-06-06T22:55:21.585983
DEV025,32.27,64.2,2026-06-06T22:55:22.585989
DEV007,30.58,35.24,2026-06-06T22:55:23.585996
DEV005,36.63,47.46,2026-06-06T22:55:24.586002
DEV027,21.62,43.2,2026-06-06T22:55:25.586007
DEV036,24.19,74.11,2026-06-06T22:55:26.586013
DEV021,27.16,72.71,2026-06-06T22:55:27.586018
DEV021,22.11,60.93,2026-06-06T22:55:28.586024
DEV019,27.51,36.86,2026-06-06T22:55:29.586036
DEV031,17.78,76.78,2026-06-06T22:55:30.586046
DEV049,24.73,50.24,2026-06-06T22:55:31.586053
DEV013,36.72,75.85,2026-06-06T22:55:32.586059
DEV010,35.34,66.32,2026-06-06T22:55:33.586065
DEV004,32.79,54.62,2026-06-06T22:55:34.586071
DEV004,29.09,65.04,2026-06-06T22:55:35.586077
DEV011,20.46,57.98,2026-06-06T22:55:36.586083
DEV027,19.25,32.05,2026-06-06T22:55:37.586089
DEV049,27.9,73.48,2026-06-06T22:55:38.586141
DEV039,20.45,66.68,2026-06-06T22:55:39.586148
DEV008,33.76,49.22,2026-06-06T22:55:40.586154
DEV030,17.33,49.99,2026-06-06T22:55:41.586159
DEV010,23.35,81.65,2026-06-06T22:55:42.586165
DEV042,38.71,63.61,2026-06-06T22:55:43.586171
DEV049,32.46,74.46,2026-06-06T22:55:44.586176
DEV037,26.21,58.26,2026-06-06T22:55:45.586182
DEV042,18.4,67.98,2026-06-06T22:55:46.586187
DEV030,33.09,36.02,2026-06-06T22:55:47.586192
DEV035,28.15,82.56,2026-06-06T22:55:48.586198
DEV034,30.3,78.68,2026-06-06T22:55:49.586204
DEV011,36.72,51.14,2026-06-06T22:55:50.586209
DEV034,22.28,51.99,2026-06-06T22:55:51.586215
DEV009,19.5,44.01,2026-06-06T22:55:52.586220
DEV032,17.96,33.36,2026-06-06T22:55:53.586234
DEV019,36.89,38.97,2026-06-06T22:55:54.586239
DEV001,37.93,33.06,2026-06-06T22:55:55.586245
DEV016,36.02,40.62,2026-06-06T22:55:56.586251
DEV020,23.96,64.63,2026-06-06T22:55:57.586256
DEV019,24.53,39.48,2026-06-06T22:55:58.586262
DEV023,22.08,61.17,2026-06-06T22:55:59.586268
DEV043,34.71,78.8,2026-06-06T22:56:00.586274
DEV022,26.79,79.74,2026-06-06T22:56:01.586280
DEV050,34.72,86.81,2026-06-06T22:56:02.586286
DEV043,21.67,78.68,2026-06-06T22:56:03.586291
DEV020,33.76,37.3,2026-06-06T22:56:04.586297
DEV031,36.51,54.98,2026-06-06T22:56:05.586302
DEV022,39.68,73.85,2026-06-06T22:56:06.586308
DEV041,17.52,47.33,2026-06-06T22:56:07.586315
DEV009,38.03,39.96,2026-06-06T22:56:08.586321
DEV047,30.27,83.99,2026-06-06T22:56:09.586327
DEV003,16.29,49.54,2026-06-06T22:56:10.586333
DEV025,28.21,89.8,2026-06-06T22:56:11.586339
DEV050,27.76,87.83,2026-06-06T22:56:12.586344
DEV015,28.29,65.27,2026-06-06T22:56:13.586350
DEV004,40.0,77.23,2026-06-06T22:56:14.586355
DEV015,37.13,39.59,2026-06-06T22:56:15.586360
DEV042,30.22,53.57,2026-06-06T22:56:16.586423
DEV038,19.93,52.93,2026-06-06T22:56:17.586446
DEV035,15.11,71.73,2026-06-06T22:56:18.586453
DEV044,33.86,35.06,2026-06-06T22:56:19.586474
DEV013,24.88,62.05,2026-06-06T22:56:20.586481
DEV030,15.84,45.92,2026-06-06T22:56:21.586488
DEV037,38.19,48.14,2026-06-06T22:56:22.586494
DEV006,39.38,83.04,2026-06-06T22:56:23.586500
DEV007,18.55,80.87,2026-06-06T22:56:24.586506
DEV045,34.35,88.01,2026-06-06T22:56:25.586512
DEV016,17.87,79.62,2026-06-06T22:56:26.586518
DEV044,23.7,52.45,2026-06-06T22:56:27.586524
DEV045,23.93,76.73,2026-06-06T22:56:28.586530
DEV039,26.59,75.27,2026-06-06T22:56:29.586535
DEV020,23.59,33.64,2026-06-06T22:56:30.586541
DEV044,25.54,77.51,2026-06-06T22:56:31.586547
DEV019,37.62,85.23,2026-06-06T22:56:32.586553
DEV049,39.21,72.66,2026-06-06T22:56:33.586558
DEV018,34.2,43.55,2026-06-06T22:56:34.586564
DEV007,16.13,43.11,2026-06-06T22:56:35.586570
DEV005,17.64,33.55,2026-06-06T22:56:36.586576
DEV035,21.02,32.15,2026-06-06T22:56:37.586582
DEV016,25.38,84.76,2026-06-06T22:56:38.586587
DEV041,33.34,84.83,2026-06-06T22:56:39.586612
DEV027,21.75,71.8,2026-06-06T22:56:40.586618
DEV028,23.25,83.51,2026-06-06T22:56:41.586637
DEV004,22.36,69.38,2026-06-06T22:56:42.586643
DEV036,27.16,58.96,2026-06-06T22:56:43.586649
DEV014,31.99,52.2,2026-06-06T22:56:44.586654
DEV036,15.45,70.94,2026-06-06T22:56:45.586660
DEV037,30.89,87.45,2026-06-06T22:56:46.586666
DEV027,26.17,78.35,2026-06-06T22:56:47.586696
DEV025,15.46,50.58,2026-06-06T22:56:48.586704
DEV030,20.61,60.96,2026-06-06T22:56:49.586710
DEV048,16.57,44.94,2026-06-06T22:56:50.586715
DEV026,24.21,36.71,2026-06-06T22:56:51.586721
DEV021,22.11,73.01,2026-06-06T22:56:52.586740
DEV036,16.9,54.83,2026-06-06T22:56:53.586748
DEV002,22.21,41.98,2026-06-06T22:56:54.586754
DEV046,31.85,63.66,2026-06-06T22:56:55.586759
DEV036,22.84,68.85,2026-06-06T22:56:56.586766
DEV033,29.04,61.68,2026-06-06T22:56:57.586772
DEV009,24.15,84.49,2026-06-06T22:56:58.586778
DEV002,24.44,33.31,2026-06-06T22:56:59.586784
DEV050,39.31,37.94,2026-06-06T22:57:00.586790
DEV033,28.0,83.82,2026-06-06T22:57:01.586796
DEV005,31.86,82.59,2026-06-06T22:57:02.586828
DEV002,27.8,61.39,2026-06-06T22:57:03.586835
DEV027,28.71,70.29,2026-06-06T22:57:04.586841
DEV029,27.02,85.2,2026-06-06T22:57:05.586847
DEV008,33.58,51.51,2026-06-06T22:57:06.586853
DEV002,31.15,77.01,2026-06-06T22:57:07.586861
DEV015,24.59,63.39,2026-06-06T22:57:08.586867
DEV036,36.39,79.55,2026-06-06T22:57:09.586895
DEV032,27.69,60.48,2026-06-06T22:57:10.586902
DEV031,35.88,63.63,2026-06-06T22:57:11.586908
DEV025,29.96,60.66,2026-06-06T22:57:12.586913
DEV017,27.19,39.52,2026-06-06T22:57:13.586920
DEV017,23.03,39.96,2026-06-06T22:57:14.586926
DEV031,26.43,40.21,2026-06-06T22:57:15.586932
DEV019,33.29,34.5,2026-06-06T22:57:16.586938
DEV015,17.18,55.47,2026-06-06T22:57:17.586944
DEV024,17.5,46.69,2026-06-06T22:57:18.586950
DEV048,18.49,75.33,2026-06-06T22:57:19.586956
DEV006,32.01,41.32,2026-06-06T22:57:20.586977
DEV038,32.64,34.65,2026-06-06T22:57:21.586983
DEV040,18.56,63.16,2026-06-06T22:57:22.586989
DEV020,30.89,39.34,2026-06-06T22:57:23.586995
DEV012,20.73,55.43,2026-06-06T22:57:24.587001
DEV016,33.68,36.11,2026-06-06T22:57:25.587021
DEV004,20.29,31.0,2026-06-06T22:57:26.587028
DEV029,26.84,65.48,2026-06-06T22:57:27.587034
DEV021,33.7,65.54,2026-06-06T22:57:28.587039
DEV006,39.45,34.6,2026-06-06T22:57:29.587045
DEV012,23.22,59.38,2026-06-06T22:57:30.587051
DEV028,32.66,60.19,2026-06-06T22:57:31.587057
DEV036,34.65,89.19,2026-06-06T22:57:32.587063
DEV045,32.41,83.58,2026-06-06T22:57:33.587070
DEV003,30.02,75.54,2026-06-06T22:57:34.587076
DEV050,29.94,50.49,2026-06-06T22:57:35.587082
DEV025,26.19,72.28,2026-06-06T22:57:36.587089
DEV036,39.05,77.62,2026-06-06T22:57:37.587095
DEV014,30.76,72.63,2026-06-06T22:57:38.587101
DEV027,33.46,37.17,2026-06-06T22:57:39.587107
DEV042,30.13,46.49,2026-06-06T22:57:40.587113
DEV022,39.64,80.87,2026-06-06T22:57:41.587120
DEV033,23.85,34.79,2026-06-06T22:57:42.587126
DEV040,26.22,35.21,2026-06-06T22:57:43.587132
DEV048,31.7,79.39,2026-06-06T22:57:44.587157
DEV017,18.57,41.52,2026-06-06T22:57:45.587163
DEV012,18.77,86.55,2026-06-06T22:57:46.587168
DEV002,33.25,52.42,2026-06-06T22:57:47.587173
DEV033,29.96,42.18,2026-06-06T22:57:48.587191
DEV033,24.07,48.24,2026-06-06T22:57:49.587197
DEV038,33.36,57.53,2026-06-06T22:57:50.587202
DEV006,20.96,53.9,2026-06-06T22:57:51.587208
DEV033,20.21,53.17,2026-06-06T22:57:52.587213
DEV015,35.6,60.46,2026-06-06T22:57:53.587219
DEV013,20.59,63.84,2026-06-06T22:57:54.587224
DEV049,20.21,82.08,2026-06-06T22:57:55.587229
DEV018,26.93,46.27,2026-06-06T22:57:56.587235
DEV027,32.13,52.0,2026-06-06T22:57:57.587241
DEV005,19.52,60.11,2026-06-06T22:57:58.587246
DEV029,31.34,48.17,2026-06-06T22:57:59.587268
DEV026,20.25,64.56,2026-06-06T22:58:00.587275
DEV039,20.74,69.87,2026-06-06T22:58:01.587281
DEV028,15.37,50.54,2026-06-06T22:58:02.587287
DEV001,36.56,61.09,2026-06-06T22:58:03.587293
DEV023,38.88,80.85,2026-06-06T22:58:04.587298
DEV020,22.35,43.19,2026-06-06T22:58:05.587304
DEV050,20.15,89.34,2026-06-06T22:58:06.587309
DEV031,37.7,50.72,2026-06-06T22:58:07.587315
DEV047,16.89,57.43,2026-06-06T22:58:08.587320
DEV010,30.33,41.08,2026-06-06T22:58:09.587326
DEV032,23.79,60.98,2026-06-06T22:58:10.587331
DEV006,35.23,66.77,2026-06-06T22:58:11.587354
DEV035,39.4,66.9,2026-06-06T22:58:12.587361
DEV003,22.32,47.81,2026-06-06T22:58:13.587367
DEV029,34.48,68.02,2026-06-06T22:58:14.587373
DEV017,18.02,55.7,2026-06-06T22:58:15.587378
DEV018,35.53,59.78,2026-06-06T22:58:16.587384
DEV036,23.37,41.37,2026-06-06T22:58:17.587390
DEV038,25.15,56.7,2026-06-06T22:58:18.587396
DEV035,37.44,87.44,2026-06-06T22:58:19.587402
DEV023,26.71,33.33,2026-06-06T22:58:20.587407
DEV020,37.3,46.16,2026-06-06T22:58:21.587413
DEV033,19.31,61.58,2026-06-06T22:58:22.587419
DEV037,25.41,61.97,2026-06-06T22:58:23.587448
DEV041,39.05,77.41,2026-06-06T22:58:24.587455
DEV030,18.6,55.61,2026-06-06T22:58:25.587460
DEV006,16.05,86.94,2026-06-06T22:58:26.587466
DEV027,28.59,62.8,2026-06-06T22:58:27.587472
DEV006,16.14,78.79,2026-06-06T22:58:28.587478
DEV030,36.15,52.42,2026-06-06T22:58:29.587483
DEV001,33.69,68.69,2026-06-06T22:58:30.587489
DEV025,23.32,64.53,2026-06-06T22:58:31.587495
DEV018,29.93,73.12,2026-06-06T22:58:32.587501
DEV022,25.64,72.95,2026-06-06T22:58:33.587506
DEV033,17.16,49.8,2026-06-06T22:58:34.587537
DEV046,20.65,37.83,2026-06-06T22:58:35.587543
DEV006,22.47,80.53,2026-06-06T22:58:36.587549
DEV043,24.61,78.04,2026-06-06T22:58:37.587554
DEV018,15.89,44.08,2026-06-06T22:58:38.587559
DEV044,20.87,48.11,2026-06-06T22:58:39.587564
DEV021,27.15,41.5,2026-06-06T22:58:40.587570
DEV042,20.45,57.92,2026-06-06T22:58:41.587575
DEV044,21.95,47.23,2026-06-06T22:58:42.587580
DEV013,21.81,62.96,2026-06-06T22:58:43.587585
DEV034,27.5,87.0,2026-06-06T22:58:44.587591
DEV022,38.76,54.87,2026-06-06T22:58:45.587596
DEV022,23.84,59.6,2026-06-06T22:58:46.587601
DEV006,36.69,55.59,2026-06-06T22:58:47.587626
DEV006,26.12,84.14,2026-06-06T22:58:48.587631
DEV025,29.97,79.48,2026-06-06T22:58:49.587652
DEV044,15.97,63.75,2026-06-06T22:58:50.587659
DEV048,15.05,50.85,2026-06-06T22:58:51.587664
DEV048,22.0,79.13,2026-06-06T22:58:52.587670
DEV031,38.83,88.67,2026-06-06T22:58:53.587699
DEV022,16.6,49.55,2026-06-06T22:58:54.587704
DEV034,18.95,47.59,2026-06-06T22:58:55.587710
DEV021,30.41,31.32,2026-06-06T22:58:56.587716
DEV030,27.29,55.22,2026-06-06T22:58:57.587755
DEV034,35.27,80.0,2026-06-06T22:58:58.587761
DEV017,23.08,74.68,2026-06-06T22:58:59.587767
DEV003,34.96,54.77,2026-06-06T22:59:00.587773
DEV007,37.88,47.03,2026-06-06T22:59:01.587779
DEV040,23.6,34.68,2026-06-06T22:59:02.587785
DEV039,34.68,78.89,2026-06-06T22:59:03.587791
DEV041,18.27,86.1,2026-06-06T22:59:04.587796
DEV021,34.28,31.0,2026-06-06T22:59:05.587801
DEV039,16.61,75.78,2026-06-06T22:59:06.587807
DEV044,28.55,48.86,2026-06-06T22:59:07.587813
DEV011,15.88,69.85,2026-06-06T22:59:08.587820
DEV041,19.96,41.95,2026-06-06T22:59:09.587825
